,tocompare,file,eng,fra,spa,chi_sim
225,0,images/75. 4-claritin-reditabs-12hr-indoor-outdoor-allergy-relief-30.jpg,(o  Clantln     WL  »chy Throat or Nase         i  e  CTTTR,Non-Drowsy*  Clarmn     19J 111 110 222008  A         10 511 1 2E  + Nhy Throat or Nose  es e,De A  Clar¡tm     Claritin - 2=.  u ae         daritir 2=.  ANC  Prermos -,r 创  (L/a/1 ′r′″          7 仪  E           E E i [ 伟  E
226,0,images/25. f4.large.jpg,"i.e. Maculopapular rash, non-immediate urticaria  **i.e. SISITEN, DRESS, AGEP **“Widespread, dense rash of longer duration  ***Contraindicated in co-morbidities such as uncontrolled asthma","i.e. Maculopapular rash, non-immediate urticaria  *’ie. SJS/TEN, DRESS, AGEP ***Widespread, dense rash of longer duration  ***Contraindicated in co-morbidities such as uncontrolled asthma","i. Maculopapular rash, non-immediate urticaria  “.. SUS/TEN, DRESS, AGEP ***Widespread, dense rash of longer duration  ****Contraindicated in co-morbidities such as uncontrolled asthma",ie.Maculopapularrash nonimmedate urioara  “ie SJSreN DREss AGEP Widespread.dense ashoflonger duralon  个 Contandicatedincomotidites suchas uncontoled asthma
227,0,images/29. $_57.jpg,"4 Relief of - Sneezing hour . gunny Nose 3 < ltchy, Watery Eyes « itchy Throat or Nose  TR  RETI SRR","4 Relief of « Sneezing hour . Runny Nose ; < ltchy, Watery Eyes « Itchy Throat or Nose  uT  RE","4 Relief of < Sneezing. hour < Rynny Nose 3 < ltchy, Watery Eyes “ ftchy Throat or Nose  10 mg each  EO",t 5neezing  hour 。 Runny Nose j <ltchy Watery Eyes “ ltchy Throat or Nose
228,0,images/50. generic-for-claritin-allergy-medication-1497-large.jpg,[\ B Drowsy  LT  Indoor & Outdoor Allergies Allergy & Congestion        Io EXTENDED LTI AL L)  * When taken asdirectedisee Drug Facts Panel.,"Non- Drowsy  TMN  Indoor & Outdoor Allergies Allergy & Congestion        I0 EXTENDED LZN 3LH13P)  *When taken,as,directedysée Drug Facts Panel,",] Drowsy  Claritin:D  Indoor éx Outdoor Allergies Allergy 8 Congestion        I0 EXTENDED RELEASE TABLETS  * When taken asidirectedrsee Druy Facts Panel:,L D厂。w驭  (〔/9/ ′r′″  Indoor 8 Outdoor Allergies Allergy &Congestion        /″ EENDED Erdhz 痛 AE  92DXAL2 朋 2442 厂 d
229,0,images/426411.jpg,ACETAMINOPHEN & DIPHENHYORAMINE HYDROCHLORIDE        40 capLers,ISSLU EDL UIMN EUN        070175,O TTEETDETETETA        A Te,w        l
230,0,images/63. dayclear_allergyr2_page_07.jpg,NON-DROWSY NDC 58809-413-08 ® w ~(DayClear »  7 COUGH  COLD & FLU  Choline Salicylate - Pain Reliever/ Fever Reducer (NSAID) Dextromethorphan HBr- Cough Suppressant Guaifenesin- Expectorant  Phenylephrine HCI - Nasal Decongestant  IGluten Free 3(Sugar Free     ‘v ' ‘ 'l  X3 1OR FREE  LT O RN €T » Sore Throat e Thins Mucus Ages 12+  * Chest Congestion P,NON-DROWSY NDC 58809-413-08 ® w “(DayClear è  ” COUGH  COLD & FLU  Choline Salicylate - Pain Reliever / Fever Reducer (NSAID) Dextromethorphan HBr- Cough Suppressant Guaïfenesin - Expectorant  Phenylephrine HCI-Nasal Decongestant  AGluten Free “Sugar Free     ° ‘ ‘ 'l  FAST* ŸOR FREE  S S RRn ° SoreThroat * Thins Mucus PE  OE A e LeS e RD TRN,NON-DROWSY NDC 58809-413-08 o D. x(DayClear »  7 COUCH  COLD é FLU  Choline Salicylate - Pain Reliever/ Fever Reducer (NSAID) Dextromethorphan HBr- Cough Suppressant Guaifenesin - Expectorant  Phenylephrine HCI- Nasal Decongestant  xGluten Free xSugar Free     | N n 'l  FAST* 1OR FREE  UN * SoreThroat * Thins Mucus s  eOO 8floz(237 ml),Err:501
231,0,images/12. cetirizine-01.jpg,"Tl R %lue  i c/ll7dI.‘EI_1'S. |Cetirizine | Hydrochloride        Children’s \Children’s Cetirizine Cetirizine Hydrochloride Hydrochloride Oral Solution Oral Solution 7 mg/mL i 7 mg/mL Antihistamine ; Antihistamine WIergy Allergy  | |  'SUGAR FREE GRAPE flavor  |  INDOOR & OUTDOOR ALLERGIES |                    :SUGAR FREE GRAPE flavor          « Alcohol Free + Dye Free « Sugar Free|  | apshod e e nd o st xch s 24 Hour Relief of: ot e faronsopendr Fiprtd iy o s boken  L o, e boson pan o hon .   Sneezing s prod t manufactured or distributed by  * Runny Nose U P, S ORPORATON BELGU, v o e todemat Cide's e  » lichy, Watery Eyes ot &  *ltchy Throat or Nose | | | | |  Dosing Cu ] Included” |  JAFL 0z        NO COPY ON THIS FLAP FOR LOT # AND EXPIRY DATE PRINT        8lll40986ll02863MI2  T  NO VARNISH ON THIS FLAP                 'SEALED WITH PRINTED NECKBAND     Drug Facts Drug Facts (continued)  e ie Directions Active ingredient Purpose « use only with enclosed dosing cup  (in each 5 mL) « find right dose on chart below Cetirizine HCI 5 mg. Antihistamine o mL = milifter  Uses aduitsand | 5mLor 10 mL once daly. temporarily relieves these symptoms due to children depending upon severity of hay fever or other upper respiratory allergies: 6 years symptoms; do not take more «runny nose and over than 10 mL in 24 hours.  « sneezing e  « itchy, watery eyes  «itching of the nose or throat  adults 65 years | 5 mL once dally; do not take and over more than 5 mL In 24 hours.  = children2to | 2.5 mL once dally. If needed, Warnings under 6 years | dose can be increased toa Do not use If you have ever had an allergic of age maximum of 5 miL once dally reaction to this product or any of its or 2.5 mL every 12 hours. Do ingredients or to an antihistamine containing not give more than 5 mL in hydroxyzine. 24 hours.     Ask a doctor before use If you have children under | ask a doctor liver or Kidney disease. Your doctor should 2 years of age  determine if you need a different dose. — consumers | ask a doctor  Ask a doctor or pharmacist before use with Iiver or If you are taking tranquilzers or sedatives. Kidney disease  When using this product « drowsiness may occur « avoid alcoholic drinks  « alcohol, sedatives, and tranqullizers may Increase drowsiness  « be careful when driving a motor vehicle or operating machinery     Other information  « do not use If carton Is opened or If Imprinted safety seal Is broken or missing  « see bottom panel for lot number and expiration date  « store between 20° 10 25°C (68° to 77°F)  Stop use and ask a doctor If an alergic  reaction to this product ocours. Seek  medical help right away. Inactive ingredients  artificlal grape flavor, glaclal acetic acid, If pregnant or breast-fee glycerin, methylparaben, natural and artficial « f breast-feeding: not recommended banana flavor, propylene glycol, «If pregnant: ask a health professional propylparaben, ~ purified water, sodium before use. acetate (anhydrous), sucralose  Keep out of reach of children. In case  of overdose, get medical help or contact a  Polson Gontrol Genter right away.  (1-800-222-1222) »           PPK-7069-3 NO VARNISH 0617-3 ON THIS FLAP 59","mi G ç/ealue  ! Ghlïdl_‘el_1's_ Cetirizine ! Hydrochloride        ‘Children’s Children’s Cetirizine Cetirizine Hydrochloride Hydrochloride Oral Solution Oral Solution 1 mg/ml 7 mg/ml Antihistamine ! \Antihistamine Wlergy Allergy  ! !  ISUGAR FREE GRAPE flavor  !  INDOOR & OUTDOOR ALLERGIES '                    :SUGAR FREE GRAPE flavor          “ Alcohol Free « Dye Free * Sugar Free|  ! p uà es d f rrr ue 24 Hour Relief of: cr en r p f l rn  “ d S boton pn for pn ? Sneezing Ps prod t manufactared or distributed by * Runny Nose 4C Pharrs, A ORPORATIO SELGUM, vn fhéreger tadeark C yc »Itchy, Watery Eyes obtrdte 5  # Itchy Throat or Nose ! ! ! ! !  ‘Dosing Cu | {Included !  14FL 0z        NO COPY ON THIS FLAP FOR LOT # AND EXPIRY DATE PRINT        8°M40986""02863#42  U  NO VARNISH ON THIS FLAP                 SEALED WITH PRINTED NECKBAND,     Drug Facts Drug Facts (continued)  e ï Directions Active ingredient | Purpose = use only with enclosed dosing cup  (in each 5 mL) « find right dose on chart below Cetirizine HCI 5 mg. -Antinistamine « ml = milliliter  Uses aduitsand _ |5mLor 10 mLonce daly temporarily relleves these symptoms due to children depending upon severity of hay fever or other upper resplratory allergles: 6 years symptoms; do not take more # runny nose and over than 10 mL in 24 hours.  « sneezing en  « Îtchy, watery eyes  « Itching of the nose or throat  aduits 65 years | 5 mL once dally, do not take andover more than 5 mL in 24 hours.  - children2to | 2.5 mL once dally. lF needed, Warnings under 6 years | dose can be increased to a Do not use if you have ever had an allergic ot age maximum of 5 m. once dally reaction to this product or any of îts or 2.5 m every 12 hours. Do Ingredients or to an antihistamine containing not give more than 5 mL in hydroxyzine. 24 hours.     Ask a doctor before use If you have ehlldren under | ask à doctor liver or kidney disease. Your doctor should 2 years of age  determine if you need a different dose. p | consumers — |ask a doctor  Ask a doctor or pharmacist before use with lIver or 1f you are taking tranquillzers or sedatives. kidney disease  When usIng this product # drowsiness may occur # avoid alcohollc drinks  # alcohol, sedatives, and tranquilizers may Increase drowsiness  * be careful when driving à motor vehicle or operating machinery     Other information  « do not use If carton Is opened or If Imprinted safety seal Is broken or missing  # see bottom panel for lot number and expiration date  # store belween 20° to 25°C (68° to 77°F)  Stop use and ask a doctor If an alergic  reaction to this product occurs. Seek  medical help right away, Inactive ingredients  artificlal grape flavor, glacial acetic_acld, ! pregnant or breast-fee glycerin, methylparaben, natural and artificlal « if breast-feeding: not recommended banana … flavor, — propylene — glycol, « if pregnant: ask à health professional propylparaben, purifled ‘water, sodum befors use. acstate (anhydrous), sucralose  Keep out of reach of chlldren. In case  of overdose, get medical help or contact a  Poison Control Center right away.  (1-800-222-1222) p           PPK-7069-3 NO VARNISH 0617-3 ON THIS FLAP 59","mi G %luº  1 CÍII7IÍI.'EI.1'S. Cetirizine ' Hydrochloride        ¡Children's ¡Children's Cetirizine Cetirizine Hydrochloride Hydrochloride Oral Solution 'Oral Solution 7 mg/mL : 7 m9/ML 'Antihistamine 1 Antihistamine Wlergy Allergy  1 1  ¡SUGAR FREE GRAPE flavor  1  INDOOR 8 OUTDOOR ALLERGIES 1                    :$UGAR FREE GRAPE flavor          “ Alcohol Free + Dye Free « Sugar Free!  1 p bemedan ef o ady uh e 24 Hour Relief of: le arn lopend r inprned fy sa l broben  a l. Se b anl for rai dt  r Sneezing Ahis prod » manufactured or distributed by  * Rumny Nose CB Phamm, . CORPORATION BNN ovmer o Te reisered en Cl ic  » ltchy, Watery Eyes rr y  * ltchy Throat or Nose l | | 1 l  'Dosing Cu | ¡Included: 1  14FL 0z        NO COPY ON THIS FLAP FOR LOT * AND EXPIRY DATE PRINT        8 IM40986102863H2  IT  NO VARNISH ON THIS FLAP                 SEALED WITH PRINTED NECKBAND     Drug Facts Drug Facts (continued)  e 7 Directions Active ingredient — Purpose + use only with enclosed dosing cup  fin each 5 mL) * find right dose on chart below Cetirizine HCI 5 mg. -Antihistamine « mL = millliter  Uses adultsand — |smLor 10 mLonce daly temporarily relleves these symptoms due to children depending upon severity of hay fever or other upper respiratory allergles: 5 years symptoms; do not take more e rumny nose and over 1han 10 mL in 24 hours.  * sneezing ENE  e itchy, watery eyes  e iching of the nose or throat  adults 65 years | 5 mL once dally; do not take and over more than 5 m in 24 hours.  = children 2 to — |2.5 mLonce daily. Ifneeded, Warnings under 6 years -| dose can be increased to a Do not use if you have ever had an allergic ofage maximum of 6 m once dally reaction to this product or any of lts or2.5 mL every 12 hours. Do Ingredients or to an antihistamine containing not give more than 5 mLin hydroxyzine. 24 hours.     Ask a doctor before use If you have children under | aska doctor liver or kidney disease. Your doctor should 2 years of age  determine f you need a different dose. — | consumers — |aska doctor  Ask a doctor or pharmacist before use with llver or I you are taking tranquilizers or sedatives. kidney disease  When using this product * drowsiness may occur * avold alcoholic drinks  * alcohol, sedatives, and tranquilizers may Increase drowsiness  * be careful when driving a motor vehicie or operating machinery     Other information  « do not use If carton Is opened or 1f Imprinted safety seal Is broken or missing  * see bottom panel for lot number and exprration date  + store between 20* to 2C (68* t0 77*F)  Stop use and ask a doctor I an alergic  reaction to this product occurs. —Seek  medical help right eway. Inactive ingredients  artificial grape flavor, glacial acetic acid, W pregnant or breast-fee glycerin, methylparaben, natural and artificial * [F breast-feeding: not recommended banana — flavor, — propylene — glycol, * IF pregnant: ask a health professlonal propylparaben, —purifled water, sodum before use. acetate (anhydrous), sucralose  Keep out of reach of chiidren. _n case  of overdose, get medical help or contact a  Polson Control Center right away.  (1-800-222-1222) »           PPK-7069-3 NO VARNISH 0617-3 ON THIS FLAP 59","U 不 扬  { c″/7却仁蜃召宫 1Cetjryz1me 1Nyarocpjoyyole        1CJNoren5  严'e蠢/′/乏/″e yaroc/oyyoe Ora/ So/yijom 1 仁 77gA77L 1 Antihistamine A/ergy  1 SUGAR FREE GRAPE flavor 祥uGAR FREE GRAPE flavor 1  INDO0R & OUTDOOR ALLERGIES 1  ,CpMoren5 Cetjyz/7e yaroc/orjoe p/'a/ So/ijo                              卜 Alcohol Free *Dye Free *Sugar Free  , gorniotoenieintifiosrdystoaeee 24 Hour Relief of: ctovetoyeet ertdsyltitsun  e \ Sneezng  “ Runny Nose  “lchy Wate Eyes *ltchy ThroatorNose  nniorseieedty E lnmniinat0itnytee        NO COPY ON THIS FLAP FOR LOT#AND EXPIRY DATE PRINT        8 “ 40986.02863 “2  史  NO VARNISH ON THIS FLAP                 SERLED WITHPRINTED NECKBRND     Drug Facts (continued)  Directions “ueeongyWthenaoseddosngoup * ndnghtdossonchartbslow =nniliter  Uses adulsand  tempoany mleves ese symploms due to Dn hayleverorcierupperrespalonyaleges Syas “nonyross Mper veneeang  “lcny weleoy eyes *ngofthenoseorthoat  Drug Facts  Active ingredient  Purpose f each 5 mly CatnzneHcISmg tntstanne SmLor0mLoncadaty dependng ponssentyof symploms donottemom Man10mLin24houss  aduls 65 ypas|5mLonoadaly conotiae andoer mothanSmLin24houes  = chiden2to [25mLoncedaby fnesded Warnings under6yesrs [|dosecanbsnosasedioa De not sse youhave rhad an alegc ofage madnumolSmoncadaly meacton to tfls product or any of 春 or25mLemny 2hous Do Ingedents orto an antmistaninecontanng notgvemostran5mLn Idonzne 24hous:     Ask a doctor betore use If you have Ier or kdney dsssse bur doclor shout dalermneltyouneedadfeentdoses  Aska doctoror phanmacist betore use Ifyou are takng tanqizers orsedates  When using this produet  chidenundsr |sskadocto 2yeasofage  consumees wtniveror Mdney desase  askadoolor           “dowesnessmayocour “aodalcoholcdnts “acohosedtves andtanqulzssmay Iorasedoweness “becaehlwendtngamalorveioeor opaetngmachineny  Sppuss anqasKa qcorfan a meacton te thls poduct ccouf “Sesk medcalnap nghtatay  ifpregnantorbreastee  *ifbeeastedngnotecommended  “ifpeegrant askaheath polsssiona Eo  MKeep out ofreach of chlidren. Incase of herdoss gat medical hep or corlact a PogonConbolCenlernghtaay  (1800.222-I222) h  Other information  “do notuse lfcarton lsopened orif Imprnted satety seal ls brokenor missg  “sasbotom panallorlotnumberand ewphatondat  “sombateen 0-io25c 6s-io771  Inactive ingredients arfcal gape fiaor glcll acste aold gyoern Imetypaaben naturalandaritcll banana 。fivor 。 prepylene 。gycou propyparaben, ponflsd watsr sodum acstite niydou9,suomlcse     NO VARNISH ON THIS FLAP     PPK-7069-3 0617-3 媚"
232,0,images/32. f2.large.jpg,Probability  Probability                          Cow’s Milk B Egg White C Peanut 1.0 1.0 1.0 0.9 0.9 0.9 0.8 0.8 0.8 0.7 .. 07 . 07 0.6 = 06 = 06 Q Qo 0.5 8 05 T 05 o o 0.4 S o4 S o4 0.3 0.3 0.3 0.2 0.2 0.2 0.1 0.1 0.1 0.0 e 0.0 0.0+ 0.1 02 0.4 0.8 1.6 3.2 6.3 126 25 50 100 0.1 02 04 08 1.6 32 63 126 25 50 100 0.1 02 0.4 08 1.6 3.2 6.3 126 25 50 100 Decision Level (KU/L) Decision Level (KU/L) Decision Level (KU/L) Wheat E Seafood F Soybean 1.0 1.0 1.0 0.9 0.99 0.9 0.84 0.89 0.81 0.7 .. 0.71 .. 0.71 0.61 = 06 = 061 Q Qo 0.51 8 051 8 051 ] o ] o ] 0.4 £ o4 S o4 0.31 0.39 0.3 0.2 0.24 0.2 0.11 0.14 oy 0 — 0.0 -                       0.1 0.2 04 0.8 1.6 3.2 6.3 126 25 50 100 Decision Level (KU/L)  0.0 0.1 02 04 0.8 16 32 6.3 126 25 50 100 Decision Level (KU/L)     0.0 01 02 04 08 16 3.2 6.3 126 25 50 100 Decision Level (KU/L),Probability  Probability                          Cow’s Milk B Egg White C Peanut 1.0 1.0 1.0 0.9 09 0.9 08 08 08 0.7 > 0.7 > 07 0.6 Z 06 Z 06 LÈ L 05 S 05 S 05 ° O 0.4 Ê 04 Ê 04 0.3 03 03 0.2 02 02 0.1 0.1 0.1 094es 004es se 00 4——s 0.1 0.2 04 08 1.6 3.2 6.3 12.6 25 50 100 0.1 0.2 0.4 0.8 1.6 32 6.3 126 25 50 100 0.1 02 0.4 08 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L) Decision Level (KU/L) Decision Level (KU/L) Wheat E Seafood F Soybean 1.0 1.0 1.0 0.94 0.94 0.94 0.84 0.81 0.84 0.74 > 0.71 > 0.71 0.64 Z 061 Z 061 L L 0.54 & 051 & 051 J © ] © ] 0.4 Ê 04 Ê 04 0.34 0.34 0.34 0.24 0.24 0.24 0.1- 0.14 s— 0.0 r                       0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L)  0.0 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L)     0.0 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L),Probability  Probability                          Cow's Milk B Egg White C Peanut 1.0 1.0 1.0 0.9 0.9 0.9 0.8 0.8 0.8 0.7 > 07 > 07 0.6 = 06 = 06 Q Q 0.5 S 05 S 05 o o 0.4 £ 04 £ 04 0.3 0.3 0.3 0.2 0.2 0.2 0.1 0.1 0.1 00l 00d 00d 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 0.1 0.2 0.4 08 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L) Decision Level (KU/L) Decision Level (KU/L) Wheat E Seafood F Soybean 1.0 1.0 1.0 0.91 0.91 0.91 0.81 0.81 0.8 1 0.71 > 071 > 071 0.6 = 06l = 06l Q Q 0.5 S 051 S 051 h o 1 o 1 0.4 £ £ 04 0.3- 0.3 0.3 0.2 0.21 0.2 0.1 0.1 044 — 0.0 r                       0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L)  0.0 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L)     0.0 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/L),Probability  Probability                          Cow「s Milk B Egg White C Peanut 1.0 1.0 1.0 0.9 0.9 0.9 0.8 0.8 0.8 0.7 。 07 。 07 0.6 如 0.6 如 0.6 心 E 0.5 史 0.5 史 0.5 C C 0.4 昧 04 昧 04 0.3 0.3 0.3 0.2 0.2 0.2 0.1 0.1 0.1 0.0 r r * r r r r * - 0.0.7 “ - “ r - “ r r 一 0.0 一 r - r r - r - 一 一 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 “50 100 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/U) Decision Level (KU/U) Decision Level (KU/U) Wheat E Seafood F Soybean 1.0 1.0 1.0 0.9 0 0.9 0.8 ] 0.8] 0.8] 0.7 1 一 0.7 1 一 0.7 0.61 娆 0.6] 妙 0.6] E E 0.5 句 os] 句 os] ] C ] 2 ] 0.4 昧 04 昧 04 0.3 o3] 0 0.21 02] 0.2 0.11 0.11 。 一 一 十 0.04 一                       0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 _100 Decision Level (KU/UJ  0.0 0.1 0.2 0.4 0.8 1.6 3.2 6.3 12.6 25 50 100 Decision Level (KU/UJ     0.0 0.1 0.2 0.4 0.8 1.6 _3.2 6.3 12.6 25 50 _100 Decision Level (KU/UJ
233,0,images/79. 780845121206.jpg,LI  I VTR  LUV ARSI TN A0  V VEGETARIAN TN  120 VEGCAPS,ALLERGY  QU 1V [1[RE  DL S ET OEN A 1Q  V AAd A V FORMULA  IRJUN Aj V,1 NM I  FORMULA  DIETARY SUPPLEMENT  V 2a IO FORMULA  120 VEGCAPS,ALLERGY  逊 L  DIETARY SUPPLEMENT  \/ D F0RMULA  120 VEGCAPS
234,0,images/7. 900.jpg,Indoor & Outdoor Allergies         74l  QW) e (62 147 T,Indoor & Outdoor Allergies         20  / 44 m CIN A 131,Indoor 8 Outdoor Allergies         741  E CHEWABLE TABLETS,Indoor & Outdoor Allergies  命 A 皇 纳 绘 zVpoy 沥 E
235,0,images/47. slide-9.jpg,"The spectrum of drug allergic reactions and syndromes  ] Clinical Manifestations Examples of Agents  Urticaria, angioedema, bronchospasm, B-Lactam Antibiotics, anaphylaxis, TEN Chemotherapeutics, NSAIDs Hemolytic anemia, thrombocytopenia, Penicillin, Quinine, granulocytopenia Sulfonamides  Serum sickness Penicillin, Infliximab,  Thymoglobulin Cutaneous or Visceral Vasculitis Hydralazine, Penicillamine,  Propyithiouracil Pneumonitis, Fibrosis Nitrofurantoin, Bleomycin, Methotrexate  Drug Rash, Fever, Eosinophilia, Anticonvulsants, hepatic dysfunction, lymphadenopathy Sulfonamides, Allopurinol  Erythematous / Scaly Plaques Hydrochlorothiazide,  Ca2+ channel blockers, ACE inhibitors  Hepatitis, Cholestatic Jaundice Para-aminosalicylic Acid, Sulfonamides, Phenothiazines  DRESS: Drug Rash with Eosinophilia and Systemic Symptoms; TEN - Toxic Epidermal Necrolysis","RU en e e e V1 1L eAlo cr Ll S La e S Aale RLn  [T Clinical Manifestations Examples of Agents  Urticaria, angioedema, bronchospasm, B-Lactam Antibiotics, anaphylaxis, TEN Chemotherapeutics, NSAIDs Hemolytic anemia, thrombocytopenia, Penicillin, Quinine, granulocytopenia Sulfonamides  Serum sickness Penicillin, Infliximab,  Thymoglobulin Cutaneous or Visceral Vasculitis Hydralazine, Penicillamine,  Propylthiouracil Pneumonitis, Fibrosis Nitrofurantoin, Bleomycin, Methotrexate  Drug Rash, Fever, Eosinophilia, Anticonvulsants, hepatic dysfunction, lymphadenopathy Sulfonamides, Allopurinol  Erythematous / Scaly Plaques Hydrochlorothiazide,  Ca2+ channel blockers, ACE inhibitors  Hepatitis, Cholestatic Jaundice Para-aminosalicylic Acid, Sulfonamides, Phenothiazines  DRESS: Drug Rash with Eosinophilia and Systemic Symptoms; TEN - Toxic Epidermal Necrolysis","The spectrum of drug allergic reactions and syndromes  [ [N Se Examples of Agents  Urticaria, angioedema, bronchospasm, f-Lactam Antibiotics, anaphylaxis, TEN Chemotherapeutics, NSAIDs Hemolytic anemia, thrombocytopenia, Penicillin, Quinine, granulocytopenia Sulfonamides  Serum sickness Penicillin, Infliximab,  Thymoglobulin Cutaneous or Visceral Vasculitis Hydralazine, Penicillamine,  Propylthiouracil Pneumonitis, Fibrosis Nitrofurantoin, Bleomycin, Methotrexate  Drug Rash, Fever, Eosinophilia, Anticonvulsants, hepatic dysfunction, Iymphadenopathy Sulfonamides, Allopurinol  Erythematous / Scaly Plaques Hydrochlorothiazide,  Ca2+ channel blockers, ACE inhibitors  Hepatitis, Cholestatic Jaundice Para-aminosalicylic Acid, Sulfonamides, Phenothiazines  DRESS: Drug Rash with Eosinophilia and Systemic Symptoms; TEN - Toxic Epidermal Necrolysis","The spectrum of drug allergic reactions and syndromes  [ Clinical Manifestations Examples of Agents  Urticaria, angioedema, bronchospasm, -Lactam Antibiotics,  anaphylaxis, TEN Chemotherapeutics, NSAIDs  Hemolytic anemia, thrombocytopenia, Penicillin, Quinine,  granulocytopenia Sulfonamides  Serum sickness Penicillin, Infliximab, Thymoglobulin  Cutaneous or Visceral Vasculitis Hydralazine, Penicillamine, Propylthiouracil  Pneumonitis, Fibrosis Nitrofurantoin, Bleomycin, Methotrexate  Drug Rash, Fever, Eosinophilia, Anticonvulsants,  hepa‖c dysfunction' _ymphaden0pathy Sulfonamides, A‖0purino_  Erythematous / Scaly Plaques Hydrochlorothiazide, Ca2+ channel blockers, ACE inhibitors  Hepatitis, Cholestatic Jaundice Para-aminosalicylic Acidu Sulfonamides, Phenothiazines  DRESS: Drug Rash with Eosinophilia and Systemic Symptoms; TEN - Toxic Epidermal Necrolysis"
236,0,images/48. 81z9isza2%2bl._sl1500_.jpg,"UMAJOR  *Compare to in Chlor-Tri  THIS PACKAGE DISPENSING PURP  Relieves: *Sneezing eltchy, W","ÉUMAJOR  *Compare to in Chlor-Tri  THIS PACKAGE DISPENSING PURP  Relieves: eSneezing eItchy, W","UMAJOR  *Compare to in Chlor-Tri  THIS PACKAGE DISPENSING PURP  Relieves: *Sneezing eltchy, We",THIS PACKAGE DISPENSING PURP  Re/ieves: “Sneezing eltchy W
237,0,images/43. qc-cetirizine-childrens-allergy-relief-syrup-grape-flavor-4-fl-oz-generic-zyrtec.jpg,"T             NDC 63868-430-04  “Compare to the active ingredient in Children’s Zyrtec®  Ghildren’s Allergy  Indoor & Outdoor N  Cetirizine Oral Solution 1mg/mL | Antihistamine  24-Hour Relief of: Sneezing [ Runny Nose. Itchy, Watery Eyes  Itchy Throat or Nose  For Ages 2 Years & Older","Ln éa Ss s5             NDC 63868-430-04  *Compare to the active ingredient in Children's Zyrtec*  Ghildren's Allergy  r ec ETE  Cetirizine Oral Solution 1 mg/mL | Antihistamine  24-Hour Relief of: Sneezing | Runny Nose Itehy, Watery Eyos  ftchy Throat or Nose  For Ages 2 Years & Older","—             D  “Compare to the active ingredient in Children's Zyrtec”  Children's Allergy  E TT IS  Cetirizine Oral Solution 1mg/mL | Antihistamine  24-Hour Relief of: Sneezing | Runny Nose Itchy, Watery Eyes  Itchy Throat or Nose  For Ages 2 Years 8 Older",E  “compomiethe sneesenun CWidrens zyriec「  OChildrens Allergy  Indoor & Outdoor Allergies  cetnzineonlsokton TmemnL1Anthitamie  24-Hour elefof SreenolRuy n u  M vesterhoe  For Ages 2 Years 8 Older
